object_name,sector,level,service_scale,process_criticality,num_users,num_territories,predicted_financial_damage,recovery_time_hours,critical_processes_count,integrations_count,personal_data_subjects,affected_employees,continuous_operation,uses_automated_control_system,provides_gov_services,life_health_impact,ecological_impact,defense_impact,public_order_impact,transport_impact,communication_impact,sensitive_info,category_level
Сервис хранения #4604,Здравоохранение,Муниципальный,Федеральный округ,Средняя,6287,29,5904952,168.0,6,6,7603,557,True,False,False,True,False,False,False,False,False,False,2
Сервис обработки #4605,Банковская сфера,Объектовый,Несколько муниципалитетов,Высокая,1114,1,11824605,8.0,3,5,996,781,True,False,False,False,False,False,False,True,False,True,1
Сеть мониторинга #4606,Оборонная промышленность,Региональный,Субъект РФ,Высокая,305087,2,156041827,8.0,10,16,68902,2628,True,False,False,False,False,False,False,False,True,True,2
Система хранения #4607,Энергетика,Объектовый,Один город,Критическая,4596,1,16129913,0.5,2,8,6804,114,True,True,False,True,True,False,True,False,False,False,2
Платформа управления #4608,Наука,Объектовый,Несколько муниципалитетов,Средняя,553,2,9141828,168.0,2,6,565,53,False,False,False,False,False,False,False,False,False,False,0
Сервис обработки #4609,Банковская сфера,Региональный,Один город,Средняя,63276,4,779194,72.0,3,15,17747,2377,False,False,False,False,True,False,False,False,False,True,1
Сеть мониторинга #4610,Оборонная промышленность,Муниципальный,Один город,Средняя,18521,3,11385044,48.0,6,13,2978,520,True,False,False,False,False,True,False,False,False,True,2
АСУ ТП хранения #4611,Связь,Муниципальный,Один город,Низкая,19910,1,31667,24.0,1,14,29391,2054,False,False,False,False,False,False,False,False,True,False,0
Портал аналитики #4612,Государственное управление,Муниципальный,Один город,Высокая,10390,1,141311758,24.0,8,13,6193,2946,True,False,True,False,False,True,True,False,False,True,3
ИС обработки #4613,Энергетика,Муниципальный,Вся страна,Критическая,42509,85,147039650,4.0,9,9,16588,1707,True,True,True,True,True,False,False,False,False,True,3
Портал обработки #4614,Оборонная промышленность,Федеральный,Несколько муниципалитетов,Средняя,1249841,4,5355728,168.0,16,17,493475,669,True,False,False,False,True,False,False,False,False,True,2
Платформа хранения #4615,Топливная промышленность,Региональный,Несколько муниципалитетов,Средняя,183418,4,6639810,168.0,10,9,221657,4480,False,True,False,False,True,False,True,False,False,False,1
Система обработки #4616,Связь,Федеральный,Вся страна,Критическая,338417,75,167098426,4.0,12,13,166078,468,True,False,True,True,False,False,False,False,True,True,3
Платформа мониторинга #4617,Государственное управление,Муниципальный,Вся страна,Средняя,18204,64,1479317,24.0,3,7,26014,794,False,False,True,False,False,True,True,False,False,True,2
Платформа управления #4618,Связь,Федеральный,Вся страна,Средняя,1286804,60,1266328,24.0,3,20,624464,668,True,False,False,False,True,False,False,False,True,False,2
ИС мониторинга #4619,Связь,Муниципальный,Несколько муниципалитетов,Высокая,72495,1,158854032,4.0,3,11,52977,1693,True,False,True,False,False,False,False,False,True,True,2
ИС аналитики #4620,Транспорт,Региональный,Один город,Высокая,82148,1,359769831,8.0,15,16,54076,481,True,True,False,True,False,False,True,True,False,False,3
Сеть мониторинга #4621,Связь,Региональный,Несколько муниципалитетов,Критическая,170288,3,291036120,4.0,7,22,205505,124,True,False,False,True,False,False,False,True,True,False,3
Портал хранения #4622,Энергетика,Региональный,Субъект РФ,Высокая,413647,7,62818515,24.0,9,7,146285,2139,True,True,False,False,True,False,False,False,False,False,2
Сеть передачи #4623,Топливная промышленность,Региональный,Один город,Низкая,245876,4,274201,48.0,13,19,252592,2458,True,True,False,False,True,False,False,False,False,False,2
Сеть аналитики #4624,Транспорт,Объектовый,Один город,Критическая,4171,4,171320828,2.0,3,3,4579,637,True,True,False,True,False,False,True,True,False,False,3
Платформа передачи #4625,Здравоохранение,Региональный,Федеральный округ,Низкая,238001,26,578375,72.0,10,15,244782,1473,False,False,False,True,False,False,False,False,True,False,2
Сеть обработки #4626,Энергетика,Муниципальный,Несколько муниципалитетов,Средняя,54968,4,855049,72.0,9,13,74904,94,True,True,False,False,True,False,False,False,False,False,1
Платформа обработки #4627,Наука,Региональный,Федеральный округ,Средняя,26806,15,708879,48.0,6,18,30936,1674,False,False,False,False,False,False,False,False,False,False,1
ИС мониторинга #4628,Банковская сфера,Федеральный,Вся страна,Критическая,1378034,85,85691928,4.0,20,15,196379,1556,True,False,False,True,False,False,True,True,True,True,3
Система хранения #4629,Энергетика,Объектовый,Один город,Средняя,4108,4,3081942,72.0,3,3,5420,769,False,True,False,False,True,False,False,False,False,False,0
Портал мониторинга #4630,Связь,Муниципальный,Субъект РФ,Критическая,48974,6,53061786,4.0,8,8,13679,560,True,True,False,True,False,False,False,False,True,False,3
Сервис мониторинга #4631,Топливная промышленность,Региональный,Один город,Средняя,212572,4,918367,24.0,5,15,125087,798,False,True,False,False,True,False,False,False,False,False,1
АСУ ТП обработки #4632,Транспорт,Объектовый,Федеральный округ,Низкая,1084,27,118627,168.0,2,1,900,838,True,True,False,True,False,False,True,True,False,False,2
ИС передачи #4633,Государственное управление,Региональный,Один город,Средняя,100640,1,5957137,48.0,10,13,105139,879,False,False,True,False,False,True,True,False,False,True,3
Платформа обработки #4634,Государственное управление,Федеральный,Один город,Высокая,1369529,2,396346430,12.0,18,31,947872,1727,True,False,True,False,False,True,True,False,False,False,3
АСУ ТП обработки #4635,Государственное управление,Федеральный,Несколько муниципалитетов,Средняя,265918,4,2970504,24.0,11,18,308425,1465,False,False,True,False,False,True,True,False,False,True,3
Сеть хранения #4636,Оборонная промышленность,Муниципальный,Субъект РФ,Высокая,43441,5,135656976,8.0,11,13,55760,2560,True,False,True,False,False,True,False,False,False,True,3
АСУ ТП мониторинга #4637,Энергетика,Объектовый,Несколько муниципалитетов,Средняя,1779,4,11147295,24.0,4,7,1509,791,False,True,False,False,True,False,False,False,False,False,1
Сервис аналитики #4638,Наука,Региональный,Субъект РФ,Критическая,119226,5,1962732708,4.0,6,11,29118,529,True,False,False,False,False,False,False,False,False,False,3
Сеть управления #4639,Транспорт,Региональный,Несколько муниципалитетов,Средняя,154338,2,4493347,168.0,6,14,77868,1101,False,True,False,True,False,False,True,True,False,False,2
Сервис управления #4640,Транспорт,Региональный,Субъект РФ,Средняя,250106,3,818532,72.0,5,15,223992,172,False,True,False,True,False,False,True,True,False,False,2
Портал обработки #4641,Оборонная промышленность,Федеральный,Субъект РФ,Низкая,259072,7,161766,24.0,17,6,82719,683,True,False,False,False,False,True,False,False,False,True,3
ИС управления #4642,Топливная промышленность,Региональный,Вся страна,Высокая,283708,51,79767201,8.0,8,19,311402,456,True,True,True,False,True,False,False,False,False,False,3
Портал хранения #4643,Банковская сфера,Муниципальный,Субъект РФ,Критическая,33541,8,2646333,0.5,5,2,25842,2655,True,False,False,True,False,False,False,True,False,True,2
АСУ ТП аналитики #4644,Топливная промышленность,Региональный,Федеральный округ,Средняя,156430,28,6837987,168.0,9,15,214016,1526,False,True,False,False,True,False,False,True,False,False,2
Портал обработки #4645,Оборонная промышленность,Региональный,Субъект РФ,Средняя,15044,7,8039965,48.0,11,19,3490,1447,False,True,True,False,False,False,True,False,False,True,2
Система аналитики #4646,Транспорт,Объектовый,Несколько муниципалитетов,Критическая,3049,4,1193272953,4.0,3,9,4251,476,True,True,False,True,False,False,True,True,False,False,3
Сеть управления #4647,Связь,Федеральный,Федеральный округ,Низкая,1274295,27,29495,72.0,18,20,1578689,77,False,False,False,False,False,False,False,False,True,False,2
Сервис аналитики #4648,Банковская сфера,Региональный,Вся страна,Средняя,174059,63,1819586,72.0,8,18,42146,995,True,False,False,False,False,False,False,False,False,True,2
ИС хранения #4649,Государственное управление,Объектовый,Вся страна,Критическая,1579,86,8948431,4.0,4,3,1742,1265,True,False,True,True,False,False,True,False,True,True,3
ИС аналитики #4650,Энергетика,Региональный,Один город,Низкая,113202,3,89173,24.0,9,18,41741,733,True,True,False,False,True,False,False,False,False,False,2
Сеть управления #4651,Государственное управление,Федеральный,Вся страна,Низкая,706590,72,167901,48.0,10,14,647570,1000,True,True,True,False,False,False,True,False,False,True,3
АСУ ТП аналитики #4652,Государственное управление,Федеральный,Субъект РФ,Средняя,1061934,4,1167704,168.0,10,20,977539,370,True,False,True,False,False,False,True,False,False,True,3
Сервис мониторинга #4653,Связь,Объектовый,Субъект РФ,Высокая,2232,8,414175709,24.0,1,7,1507,532,True,False,False,False,False,False,False,False,True,False,1
АСУ ТП мониторинга #4654,Государственное управление,Объектовый,Вся страна,Критическая,791,72,17869572,0.5,3,3,879,589,True,False,True,True,False,False,True,False,False,True,3
Сервис аналитики #4655,Топливная промышленность,Муниципальный,Несколько муниципалитетов,Высокая,36325,3,24805930,8.0,8,14,24190,2169,True,True,False,False,True,False,False,False,True,False,1
Платформа хранения #4656,Государственное управление,Федеральный,Федеральный округ,Средняя,855315,13,5718857,48.0,13,19,646452,5097,False,False,True,False,False,True,True,False,False,True,3
Платформа аналитики #4657,Здравоохранение,Федеральный,Один город,Критическая,365512,2,298061513,4.0,11,8,54664,2517,True,True,False,True,False,True,False,False,True,True,3
АСУ ТП обработки #4658,Наука,Объектовый,Вся страна,Средняя,2250,55,25856077,24.0,3,8,1734,544,True,False,False,False,False,False,False,False,False,False,1
АСУ ТП управления #4659,Наука,Объектовый,Один город,Критическая,1551,2,312318565,2.0,2,3,559,190,True,False,False,False,True,False,False,False,False,False,1
Сервис аналитики #4660,Энергетика,Региональный,Несколько муниципалитетов,Средняя,58577,2,13176453,168.0,7,9,60763,291,False,True,False,False,True,False,False,False,False,False,1
Сервис мониторинга #4661,Государственное управление,Муниципальный,Вся страна,Средняя,11905,69,2953169,24.0,6,10,9585,799,False,False,True,False,False,True,True,False,True,True,3
Платформа аналитики #4662,Оборонная промышленность,Муниципальный,Один город,Высокая,28685,1,8965532,8.0,8,8,4501,1467,True,False,False,False,False,False,False,False,True,False,1
Система передачи #4663,Банковская сфера,Региональный,Субъект РФ,Низкая,113197,5,124413,24.0,5,12,149293,562,True,False,False,False,False,False,True,False,False,False,1
Портал обработки #4664,Банковская сфера,Региональный,Субъект РФ,Критическая,94805,2,128335081,0.5,8,3,29458,300,True,False,False,True,False,False,False,False,False,True,3
Система аналитики #4665,Транспорт,Муниципальный,Вся страна,Высокая,57800,82,399952229,4.0,4,9,37899,404,True,True,False,True,False,False,True,True,False,False,3
Сеть обработки #4666,Государственное управление,Региональный,Вся страна,Средняя,68478,78,619467,72.0,6,15,21675,2036,False,False,True,False,False,True,True,False,False,True,3
Система передачи #4667,Наука,Региональный,Несколько муниципалитетов,Критическая,149625,4,42692540,1.0,9,2,210586,1155,True,False,True,True,False,False,True,True,False,True,3
Платформа аналитики #4668,Связь,Муниципальный,Вся страна,Средняя,5245,64,847247,48.0,5,11,6138,725,True,False,False,False,False,False,False,False,True,False,1
Сервис передачи #4669,Наука,Муниципальный,Вся страна,Средняя,7602,59,4277754,168.0,8,8,1527,41,True,False,False,False,False,False,False,False,False,False,1
Система управления #4670,Наука,Муниципальный,Один город,Критическая,59675,3,15264278,0.5,3,11,19481,1719,True,True,False,True,False,False,False,False,False,False,3
Сервис мониторинга #4671,Транспорт,Объектовый,Один город,Критическая,1898,2,9928475,1.0,5,6,2648,75,True,True,False,True,False,False,True,True,False,False,2
Сеть управления #4672,Связь,Региональный,Федеральный округ,Высокая,101415,25,218856604,8.0,4,14,14645,3632,True,False,False,False,False,False,False,False,True,False,2
Сеть обработки #4673,Транспорт,Муниципальный,Федеральный округ,Высокая,49749,27,129576458,8.0,4,6,35183,959,True,True,False,True,False,False,True,True,False,False,3
Сеть обработки #4674,Банковская сфера,Федеральный,Федеральный округ,Высокая,1017070,21,26527300,4.0,3,20,851776,952,True,False,False,False,False,False,True,False,False,True,3
Сервис аналитики #4675,Оборонная промышленность,Федеральный,Один город,Высокая,498744,4,1512950097,12.0,12,19,614017,2940,True,True,False,False,False,True,False,False,False,False,3
Портал управления #4676,Здравоохранение,Региональный,Один город,Высокая,270379,1,129029540,24.0,12,12,263122,2967,True,False,False,True,True,False,False,False,False,False,3
Платформа управления #4677,Государственное управление,Региональный,Вся страна,Высокая,135522,69,5782863,24.0,11,14,150879,135,True,False,True,False,False,True,True,False,False,True,3
АСУ ТП аналитики #4678,Топливная промышленность,Объектовый,Несколько муниципалитетов,Средняя,1287,2,1196414,24.0,1,5,731,19,False,True,False,False,True,False,False,False,False,False,0
Сеть хранения #4679,Банковская сфера,Объектовый,Один город,Средняя,2306,1,6783464,48.0,2,1,2870,917,False,False,False,False,False,False,False,False,False,False,0
Сеть мониторинга #4680,Энергетика,Муниципальный,Несколько муниципалитетов,Критическая,86911,3,155454402,4.0,5,16,91360,488,True,True,True,False,True,False,False,False,False,True,3
Портал хранения #4681,Наука,Объектовый,Один город,Средняя,705,3,2046068,24.0,1,6,741,79,False,True,False,False,False,False,False,False,False,False,0
Система обработки #4682,Связь,Региональный,Федеральный округ,Высокая,198791,29,10501414,12.0,6,21,129576,3835,True,True,False,False,True,False,False,False,True,False,2
ИС аналитики #4683,Банковская сфера,Федеральный,Субъект РФ,Низкая,317905,4,33120,24.0,6,23,44823,2498,False,False,False,False,False,False,True,False,False,True,2
Сеть хранения #4684,Наука,Объектовый,Несколько муниципалитетов,Низкая,1413,4,57881,72.0,2,3,589,32,True,False,False,False,False,False,False,False,False,False,0
Сеть аналитики #4685,Энергетика,Федеральный,Вся страна,Низкая,406189,88,41637,72.0,10,27,537903,2176,False,True,False,False,True,False,False,False,False,False,2
АСУ ТП мониторинга #4686,Здравоохранение,Муниципальный,Субъект РФ,Средняя,15597,1,814020,168.0,4,9,8537,827,True,False,False,True,False,False,False,False,False,False,1
Сервис мониторинга #4687,Банковская сфера,Федеральный,Вся страна,Средняя,269743,64,10672650,72.0,12,29,239926,4274,True,False,False,False,False,False,False,False,True,True,2
АСУ ТП аналитики #4688,Оборонная промышленность,Региональный,Вся страна,Низкая,204689,66,53873,168.0,7,14,273652,544,False,False,False,False,False,True,False,False,False,True,3
Платформа передачи #4689,Государственное управление,Объектовый,Федеральный округ,Критическая,3422,14,17914207,0.5,2,6,1450,288,True,False,True,False,False,True,True,False,False,True,3
Сеть хранения #4690,Государственное управление,Муниципальный,Несколько муниципалитетов,Высокая,40322,1,18437191,12.0,4,10,24859,812,True,True,True,False,False,True,True,False,False,True,3
АСУ ТП аналитики #4691,Энергетика,Муниципальный,Субъект РФ,Низкая,9969,5,671465,72.0,6,10,12888,1568,False,True,False,False,True,False,False,False,False,False,0
Платформа управления #4692,Наука,Федеральный,Субъект РФ,Критическая,1105648,3,237732577,1.0,5,26,807416,2239,True,False,False,True,False,True,False,False,False,True,3
Платформа мониторинга #4693,Топливная промышленность,Федеральный,Вся страна,Критическая,574528,50,163203051,2.0,10,13,703338,3227,True,True,False,True,True,True,False,False,False,True,3
Портал управления #4694,Здравоохранение,Объектовый,Один город,Высокая,1753,2,35069250,4.0,2,5,2219,1079,True,False,False,True,False,False,True,True,False,False,2
Сервис хранения #4695,Банковская сфера,Региональный,Один город,Критическая,110546,2,40867807,0.5,10,17,75724,1900,True,False,False,True,False,False,False,False,False,True,3
Система хранения #4696,Энергетика,Федеральный,Вся страна,Низкая,652145,56,670131,48.0,4,1,403755,593,False,True,False,False,True,False,False,False,True,False,2
АСУ ТП передачи #4697,Транспорт,Региональный,Несколько муниципалитетов,Средняя,48408,3,10028410,168.0,9,19,54842,457,False,True,False,True,False,False,True,True,False,False,2
АСУ ТП хранения #4698,Энергетика,Муниципальный,Один город,Средняя,41057,2,339204,48.0,7,8,13036,654,False,True,False,False,True,False,False,False,False,False,1
Система управления #4699,Банковская сфера,Федеральный,Федеральный округ,Низкая,330312,18,1543612,168.0,14,14,440905,485,False,False,False,False,False,False,False,False,False,True,2
Портал управления #4700,Банковская сфера,Объектовый,Субъект РФ,Критическая,2595,2,999541232,2.0,3,3,1647,762,True,True,False,True,False,False,False,False,False,True,3
ИС хранения #4701,Государственное управление,Региональный,Федеральный округ,Средняя,443068,26,5995678,168.0,10,12,458769,732,False,False,True,False,False,False,True,False,False,True,2
Система обработки #4702,Банковская сфера,Муниципальный,Один город,Средняя,48492,4,1658531,168.0,5,11,72451,232,True,False,False,False,False,False,False,False,False,True,1
АСУ ТП мониторинга #4703,Оборонная промышленность,Муниципальный,Один город,Низкая,56407,2,400055,48.0,2,11,57952,754,False,False,False,False,False,True,False,False,False,True,1
Платформа передачи #4704,Государственное управление,Региональный,Один город,Низкая,347553,2,220552,24.0,10,8,138655,657,False,True,True,False,False,False,True,False,False,True,2
Платформа управления #4705,Наука,Объектовый,Субъект РФ,Высокая,2450,5,201357232,8.0,3,1,974,1107,True,False,False,False,False,False,True,False,False,False,1
Портал передачи #4706,Здравоохранение,Объектовый,Федеральный округ,Средняя,2328,17,1127061,168.0,2,3,3089,152,True,False,False,True,False,False,False,False,False,False,1
Платформа управления #4707,Банковская сфера,Муниципальный,Субъект РФ,Низкая,63376,5,294652,168.0,6,10,33984,759,False,False,False,False,False,False,True,False,False,True,1
Портал мониторинга #4708,Топливная промышленность,Федеральный,Несколько муниципалитетов,Средняя,782879,3,1335643,168.0,9,20,377817,3071,True,True,False,False,True,False,False,False,False,False,2
Сеть мониторинга #4709,Топливная промышленность,Объектовый,Федеральный округ,Высокая,4193,21,203087627,4.0,3,5,1165,230,True,True,False,False,True,False,True,False,False,False,2
Сервис передачи #4710,Связь,Региональный,Субъект РФ,Средняя,276286,9,4194564,24.0,11,23,108503,813,True,False,False,False,False,False,True,False,True,False,2
ИС аналитики #4711,Оборонная промышленность,Муниципальный,Несколько муниципалитетов,Высокая,39216,2,12515311,24.0,5,5,29821,1086,True,False,False,False,False,True,True,False,False,True,2
ИС обработки #4712,Транспорт,Региональный,Федеральный округ,Низкая,225671,10,360842,168.0,10,24,255237,1397,False,True,False,True,False,False,True,True,False,False,3
АСУ ТП передачи #4713,Связь,Федеральный,Федеральный округ,Высокая,1616966,14,170531418,4.0,10,23,1121583,85,True,False,False,False,True,False,True,False,True,False,3
Портал аналитики #4714,Энергетика,Муниципальный,Один город,Высокая,41031,4,25857087,12.0,5,7,56159,2293,True,True,False,False,True,False,False,False,False,False,1
Сеть аналитики #4715,Связь,Региональный,Федеральный округ,Высокая,114402,29,6233780,8.0,7,13,93335,925,True,False,False,False,False,False,False,False,True,False,2
Платформа мониторинга #4716,Связь,Объектовый,Федеральный округ,Средняя,2322,28,2146073,72.0,3,4,804,213,False,False,False,False,False,False,False,False,True,False,0
Сервис обработки #4717,Банковская сфера,Федеральный,Федеральный округ,Низкая,994495,15,59911,24.0,16,23,737129,4338,True,False,False,False,False,False,False,False,False,True,2
Система управления #4718,Оборонная промышленность,Региональный,Вся страна,Низкая,248105,85,899558,24.0,14,13,232575,2559,False,False,False,False,False,True,False,True,False,True,3
Система управления #4719,Связь,Региональный,Один город,Средняя,224071,2,6678812,48.0,10,12,96651,2846,False,False,False,False,False,False,False,False,True,False,1
АСУ ТП хранения #4720,Связь,Объектовый,Вся страна,Высокая,3090,66,27080667,24.0,3,6,1472,1136,True,False,False,False,True,False,False,False,True,False,1
АСУ ТП мониторинга #4721,Энергетика,Объектовый,Федеральный округ,Низкая,1001,26,21941,72.0,3,4,574,1261,False,True,False,False,True,False,False,False,False,False,1
Система обработки #4722,Энергетика,Муниципальный,Один город,Критическая,26367,3,33745014,1.0,7,13,4299,1592,True,True,False,True,True,False,False,False,False,False,3
Сервис аналитики #4723,Оборонная промышленность,Федеральный,Федеральный округ,Средняя,140260,12,588121,48.0,13,21,33985,5140,False,False,False,False,False,False,False,True,False,False,1
Система хранения #4724,Наука,Региональный,Один город,Средняя,40949,1,1927934,168.0,6,27,4303,1149,True,False,False,False,False,False,False,False,False,False,1
Сеть хранения #4725,Оборонная промышленность,Муниципальный,Вся страна,Критическая,28355,56,7186600,1.0,5,12,13024,952,True,False,True,False,False,True,False,False,False,True,3
Портал аналитики #4726,Связь,Объектовый,Несколько муниципалитетов,Высокая,888,2,248845448,4.0,1,2,465,224,True,False,False,False,False,False,True,True,True,False,1
Портал передачи #4727,Энергетика,Региональный,Один город,Критическая,211369,3,202791835,0.5,11,22,31294,2332,True,True,False,False,True,False,False,False,True,False,3
АСУ ТП управления #4728,Связь,Региональный,Субъект РФ,Средняя,41685,1,422141,168.0,7,14,31835,2926,True,True,False,False,False,False,False,False,True,False,1
Сеть управления #4729,Транспорт,Федеральный,Субъект РФ,Высокая,936293,8,34318075,4.0,9,15,1164362,1409,True,True,False,True,False,False,True,True,False,False,3
Сервис мониторинга #4730,Топливная промышленность,Объектовый,Субъект РФ,Высокая,1015,4,171336107,8.0,3,4,926,170,True,True,False,False,True,False,True,False,False,False,1
Платформа аналитики #4731,Оборонная промышленность,Региональный,Вся страна,Средняя,196886,62,2955618,72.0,12,12,93465,2608,True,False,False,False,False,False,False,False,False,True,2
Сервис управления #4732,Банковская сфера,Региональный,Вся страна,Средняя,29537,50,2408501,24.0,12,3,28196,1237,False,False,False,False,False,False,False,False,True,False,1
Сеть управления #4733,Связь,Региональный,Субъект РФ,Высокая,236014,6,155335311,24.0,12,1,24835,1406,True,False,False,False,True,False,False,False,True,False,2
Сервис хранения #4734,Здравоохранение,Региональный,Субъект РФ,Низкая,78075,8,888762,48.0,5,17,116326,2415,False,False,False,True,False,False,False,False,False,False,2
Сервис управления #4735,Энергетика,Региональный,Один город,Средняя,70944,2,5624744,72.0,8,27,81980,1850,False,True,False,False,True,False,False,False,False,False,1
Сервис передачи #4736,Наука,Федеральный,Несколько муниципалитетов,Средняя,1067985,4,4695181,72.0,8,24,1311960,2350,False,False,False,False,False,False,False,False,False,False,2
Система передачи #4737,Государственное управление,Федеральный,Один город,Критическая,259975,2,41531223,4.0,11,12,340863,117,True,False,True,True,False,True,True,False,False,True,3
Портал мониторинга #4738,Банковская сфера,Региональный,Федеральный округ,Низкая,134554,22,46783,72.0,11,16,76271,396,True,True,False,False,False,False,False,False,False,True,2
АСУ ТП мониторинга #4739,Транспорт,Объектовый,Вся страна,Высокая,3051,65,400630343,4.0,4,7,2706,922,True,True,False,True,True,False,True,True,False,False,3
Система мониторинга #4740,Оборонная промышленность,Муниципальный,Один город,Средняя,31226,4,4110353,72.0,3,12,14230,1467,True,False,False,False,True,True,False,False,False,True,2
Система мониторинга #4741,Банковская сфера,Муниципальный,Субъект РФ,Средняя,4813,7,1642808,168.0,5,7,2222,1654,False,False,True,False,False,False,False,False,False,True,1
Портал управления #4742,Наука,Муниципальный,Субъект РФ,Низкая,32708,1,192587,24.0,8,18,18864,794,False,False,False,False,False,False,False,False,False,False,1
Портал мониторинга #4743,Здравоохранение,Региональный,Вся страна,Высокая,29709,80,221774642,8.0,6,14,27380,3465,True,False,False,True,False,False,True,False,True,False,3
АСУ ТП передачи #4744,Банковская сфера,Региональный,Несколько муниципалитетов,Высокая,86931,3,22228135,12.0,7,22,105827,818,True,False,False,False,False,False,False,False,False,True,2
ИС мониторинга #4745,Банковская сфера,Региональный,Вся страна,Средняя,165281,77,1578155,48.0,9,18,216072,548,False,False,False,False,False,False,False,False,False,False,1
Портал управления #4746,Топливная промышленность,Объектовый,Несколько муниципалитетов,Высокая,1791,4,1143252734,8.0,1,6,987,520,True,True,False,False,True,False,False,False,False,False,2
Сервис хранения #4747,Государственное управление,Объектовый,Субъект РФ,Низкая,3362,5,20130,24.0,1,7,1149,453,False,False,True,False,False,True,True,False,False,True,2
Система мониторинга #4748,Здравоохранение,Объектовый,Несколько муниципалитетов,Критическая,2542,4,77126350,1.0,4,2,2625,471,True,False,False,True,False,False,True,False,False,False,2
ИС управления #4749,Связь,Региональный,Субъект РФ,Средняя,199912,4,1952235,24.0,8,25,278460,1967,True,True,True,False,False,False,False,False,True,True,3
Сервис аналитики #4750,Наука,Федеральный,Вся страна,Высокая,817212,82,105921205,8.0,6,23,217627,2447,True,False,False,False,True,False,False,False,False,False,3
Портал управления #4751,Транспорт,Объектовый,Федеральный округ,Высокая,2637,19,12897924,4.0,3,3,1867,123,True,True,False,True,True,False,True,True,False,False,3
Сеть аналитики #4752,Топливная промышленность,Объектовый,Субъект РФ,Средняя,610,5,4737086,24.0,3,5,647,1442,False,True,False,False,True,False,False,False,False,False,0
Сервис обработки #4753,Здравоохранение,Объектовый,Несколько муниципалитетов,Критическая,3527,2,143276527,0.5,2,4,1167,445,True,True,False,True,False,False,False,False,True,False,3
Платформа обработки #4754,Топливная промышленность,Региональный,Федеральный округ,Высокая,70800,13,90209063,8.0,10,17,81473,1662,True,True,False,False,True,False,False,False,False,False,2
Система передачи #4755,Государственное управление,Муниципальный,Несколько муниципалитетов,Низкая,46233,2,248353,168.0,7,11,27124,234,True,True,True,False,False,False,True,False,False,True,2
ИС передачи #4756,Банковская сфера,Объектовый,Вся страна,Высокая,853,54,207328856,4.0,2,5,652,31,True,False,True,False,False,False,False,False,False,False,2
ИС управления #4757,Топливная промышленность,Муниципальный,Один город,Высокая,49600,4,39720882,4.0,7,8,40973,944,True,True,False,False,True,False,False,False,False,False,2
Сервис обработки #4758,Топливная промышленность,Объектовый,Вся страна,Низкая,253,80,287317,168.0,2,6,194,660,False,True,False,False,True,False,False,False,False,False,1
Сервис обработки #4759,Банковская сфера,Федеральный,Федеральный округ,Средняя,1550445,16,18248522,24.0,12,19,1371466,5654,False,False,False,False,False,False,True,False,False,True,3
Платформа мониторинга #4760,Связь,Муниципальный,Федеральный округ,Высокая,24048,15,125657173,12.0,7,7,5839,1847,True,False,False,False,False,False,False,False,True,False,1
ИС передачи #4761,Здравоохранение,Объектовый,Субъект РФ,Высокая,503,9,141450836,12.0,3,7,170,119,True,False,False,True,False,False,False,False,False,False,2
Платформа обработки #4762,Наука,Региональный,Один город,Средняя,167446,4,2579997,72.0,12,10,26903,2494,False,False,False,False,False,False,False,False,False,False,1
Сервис управления #4763,Здравоохранение,Муниципальный,Субъект РФ,Низкая,64491,2,107810,72.0,5,15,46803,1175,True,False,False,True,False,False,False,True,False,False,1
Платформа обработки #4764,Связь,Муниципальный,Федеральный округ,Средняя,14163,29,3293886,24.0,6,14,3133,871,False,False,False,False,False,False,False,False,True,False,1
Сервис передачи #4765,Топливная промышленность,Федеральный,Несколько муниципалитетов,Средняя,208171,3,853343,72.0,12,4,191293,2202,True,True,False,False,True,False,False,False,False,False,2
АСУ ТП хранения #4766,Наука,Региональный,Субъект РФ,Средняя,229694,7,4495730,168.0,4,22,170089,2155,False,False,False,False,False,False,True,False,False,False,1
ИС передачи #4767,Топливная промышленность,Муниципальный,Вся страна,Низкая,71225,51,65336,72.0,4,5,71530,214,True,True,False,False,True,False,False,False,False,False,1
Портал хранения #4768,Наука,Региональный,Субъект РФ,Средняя,164716,3,706094,72.0,13,19,123114,773,False,False,False,False,False,False,False,False,False,False,1
Портал передачи #4769,Связь,Федеральный,Один город,Средняя,911274,4,5153119,168.0,16,17,709171,2598,False,False,False,False,False,False,False,False,True,False,1
АСУ ТП обработки #4770,Наука,Объектовый,Вся страна,Средняя,1187,86,17540237,72.0,2,4,492,746,False,False,False,False,False,False,False,False,False,False,0
Портал хранения #4771,Оборонная промышленность,Региональный,Субъект РФ,Высокая,61439,8,59623402,4.0,2,11,55488,1010,True,True,False,False,False,True,False,False,False,True,3
АСУ ТП аналитики #4772,Транспорт,Объектовый,Несколько муниципалитетов,Средняя,1976,4,359432,168.0,3,3,1344,98,False,True,False,True,False,False,True,True,False,False,1
Портал хранения #4773,Банковская сфера,Объектовый,Вся страна,Высокая,2892,60,34382751,8.0,1,4,3789,291,True,False,False,False,False,False,False,False,False,True,1
Сеть мониторинга #4774,Здравоохранение,Федеральный,Вся страна,Низкая,351992,79,206657,48.0,10,29,150106,3810,True,True,False,True,True,False,False,False,False,False,3
ИС аналитики #4775,Транспорт,Муниципальный,Субъект РФ,Критическая,14893,9,81038341,1.0,3,8,6723,2102,True,True,True,True,False,False,True,True,False,True,3
